ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
38037547,中古マンション等,,38201,愛媛県,松山市,古三津,三津,7,１ＬＤＫ,60,,,,平成6年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第３四半期,改装済,,6.919078092376074
38023742,中古マンション等,,38206,愛媛県,西条市,栄町,伊予西条,13,３ＬＤＫ,65,,,,平成26年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2015年第２四半期,未改装,,7.342422680822207
38041342,中古マンション等,,38201,愛媛県,松山市,本町,本町６丁目,1,１Ｋ,25,,,,昭和56年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第２四半期,未改装,,6.3979400086720375
38020858,中古マンション等,,38205,愛媛県,新居浜市,宇高町,新居浜,30分?60分,２ＬＤＫ,50,,,,昭和48年,ＲＣ,住宅,住宅,,,,市街化区域及び市街化調整区域外の都市計画区域,60.0,200.0,2016年第２四半期,改装済,,6.176091259055681
38010380,中古マンション等,,38201,愛媛県,松山市,竹原,松山(愛媛),10,３ＬＤＫ,110,,,,平成20年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2016年第２四半期,未改装,,7.447158031342219
38012430,中古マンション等,,38201,愛媛県,松山市,姫原,木屋町,24,２ＬＤＫ,60,,,,平成10年,ＳＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2016年第３四半期,未改装,,7.079181246047625
38001261,中古マンション等,,38201,愛媛県,松山市,萱町,萱町６丁目,0,３ＬＤＫ,70,,,,平成9年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2010年第２四半期,未改装,,7.146128035678238
38019990,中古マンション等,,38201,愛媛県,松山市,鷹子町,久米,3,３ＬＤＫ,65,,,,平成6年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第３四半期,改装済,,7.113943352306837
38010348,中古マンション等,,38201,愛媛県,松山市,竹原,土橋(愛媛),5,３ＬＤＫ,65,,,,昭和53年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2015年第３四半期,改装済,,6.886490725172482
38043362,中古マンション等,,38206,愛媛県,西条市,神拝,伊予西条,15,３ＬＤＫ,75,,,,平成9年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2007年第２四半期,改装済,,7.230448921378274
