ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
15087598,中古マンション等,,15202,新潟県,長岡市,南町,長岡,9,４ＬＤＫ,70,,,,平成3年,ＳＲＣ,住宅,,,,,準工業地域,60.0,200.0,2008年第３四半期,未改装,,7.041392685158225
15012626,中古マンション等,,15103,新潟県,新潟市中央区,日の出,新潟,25,１Ｋ,15,,,,平成4年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2015年第４四半期,未改装,,6.544068044350276
15014056,中古マンション等,,15103,新潟県,新潟市中央区,八千代,新潟,14,３ＬＤＫ,85,,,,平成11年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2016年第４四半期,未改装,,7.342422680822207
15032208,中古マンション等,,15107,新潟県,新潟市西区,青山,青山(新潟),8,３ＬＤＫ,60,,,,昭和51年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2012年第１四半期,改装済,,6.681241237375588
15003528,中古マンション等,,15103,新潟県,新潟市中央区,西湊町通,新潟,28,１Ｋ,20,,,,平成4年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第４四半期,未改装,,6.380211241711606
15003964,中古マンション等,,15103,新潟県,新潟市中央区,本町通,新潟,23,２ＬＤＫ,55,,,,昭和63年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2011年第４四半期,未改装,,6.6127838567197355
15012218,中古マンション等,,15103,新潟県,新潟市中央区,万代,新潟,12,３ＬＤＫ,75,,,,平成22年,ＲＣ,住宅,その他,,,,商業地域,80.0,600.0,2017年第３四半期,未改装,,7.431363764158987
15083784,中古マンション等,,15103,新潟県,新潟市中央区,東堀前通,新潟,23,１ＬＤＫ,55,,,,昭和60年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2007年第３四半期,改装済,,6.748188027006201
15027128,中古マンション等,,15202,新潟県,長岡市,柏町,長岡,11,１Ｋ,20,,,,平成3年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2020年第１四半期,未改装,,6.447158031342219
15048881,中古マンション等,,15103,新潟県,新潟市中央区,万代,新潟,7,３ＬＤＫ,60,,,,昭和54年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2009年第２四半期,未改装,,6.770852011642144
15034656,中古マンション等,,15103,新潟県,新潟市中央区,医学町通,白山(新潟),11,１Ｒ,20,,,,昭和53年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第２四半期,未改装,,5.845098040014257
15022278,中古マンション等,,15103,新潟県,新潟市中央区,笹口,新潟,6,１Ｋ,15,,,,昭和63年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第３四半期,未改装,,6.477121254719663
15011257,中古マンション等,,15103,新潟県,新潟市中央区,鳥屋野,新潟,30分?60分,２ＬＤＫ,55,,,,平成3年,ＳＲＣ,,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2019年第３四半期,改装済,,7.146128035678238
15012146,中古マンション等,,15103,新潟県,新潟市中央区,万代,新潟,9,３ＬＤＫ,60,,,,昭和56年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2019年第３四半期,未改装,,7.0
15010634,中古マンション等,,15103,新潟県,新潟市中央区,関新,関屋(新潟),9,１ＬＤＫ,45,,,,,ＳＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2017年第１四半期,,,6.845098040014257
15010769,中古マンション等,,15103,新潟県,新潟市中央区,関屋下川原町,白山(新潟),11,３ＤＫ,50,,,,昭和47年,,,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2018年第４四半期,未改装,,5.57978359661681
15022675,中古マンション等,,15103,新潟県,新潟市中央区,関新,関屋(新潟),10,１Ｋ,35,,,,平成4年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2012年第４四半期,,,6.633468455579586
15082665,中古マンション等,,15102,新潟県,新潟市東区,大形本町,大形,26,３ＬＤＫ,70,,,,平成20年,ＲＣ,住宅,,,,,工業地域,60.0,200.0,2008年第４四半期,未改装,,7.414973347970818
15082666,中古マンション等,,15102,新潟県,新潟市東区,大形本町,大形,9,３ＬＤＫ,70,,,,平成4年,ＳＲＣ,住宅,,,,,準工業地域,60.0,200.0,2008年第３四半期,改装済,,6.869231719730976
15004066,中古マンション等,,15103,新潟県,新潟市中央区,水島町,新潟,12,２ＤＫ,45,,,,昭和64年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第２四半期,改装済,,6.8750612633917
15009550,中古マンション等,,15103,新潟県,新潟市中央区,上所,新潟,25,２ＤＫ,50,,,,昭和49年,ＳＲＣ,,住宅,,,,第２種住居地域,60.0,200.0,2018年第３四半期,未改装,,6.113943352306837
15053142,中古マンション等,,15222,新潟県,上越市,本町,高田(新潟),11,１ＤＫ,30,,,,平成4年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2011年第４四半期,改装済,,6.505149978319906
15029878,中古マンション等,,15202,新潟県,長岡市,千手,長岡,14,３ＬＤＫ,85,,,,,,,住宅,,,,近隣商業地域,80.0,300.0,2018年第３四半期,改装済,,7.414973347970818
15009437,中古マンション等,,15103,新潟県,新潟市中央区,上大川前通,新潟,24,２ＤＫ,60,,,,平成8年,ＳＲＣ,,住宅,,,,商業地域,80.0,600.0,2020年第１四半期,改装済,,7.2552725051033065
15023777,中古マンション等,,15107,新潟県,新潟市西区,東青山,青山(新潟),13,３ＬＤＫ,75,,,,平成15年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2016年第３四半期,未改装,,7.361727836017593
15021943,中古マンション等,,15107,新潟県,新潟市西区,小針,青山(新潟),20,３ＬＤＫ,60,,,,平成11年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2016年第４四半期,未改装,,7.113943352306837
15009890,中古マンション等,,15103,新潟県,新潟市中央区,神道寺,新潟,21,３ＬＤＫ,70,,,,,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2015年第２四半期,改装済,,6.886490725172482
15003512,中古マンション等,,15103,新潟県,新潟市中央区,西堀通,白山(新潟),17,２ＤＫ,55,,,,昭和49年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第４四半期,改装済,,6.544068044350276
15036037,中古マンション等,,15204,新潟県,三条市,東裏館,北三条,12,３ＬＤＫ,60,,,,,ＳＲＣ,,その他,,,,商業地域,80.0,400.0,2019年第３四半期,未改装,,6.653212513775344
15083869,中古マンション等,,15103,新潟県,新潟市中央区,本町通,新潟,25,２ＬＤＫ,55,,,,昭和63年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2008年第３四半期,未改装,,6.968482948553935
15027154,中古マンション等,,15202,新潟県,長岡市,柏町,長岡,12,３ＬＤＫ,70,,,,平成12年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2015年第２四半期,未改装,,7.079181246047625
15013310,中古マンション等,,15103,新潟県,新潟市中央区,南笹口,新潟,9,１Ｋ,20,,,,平成3年,,,住宅,,,,,,,2018年第３四半期,未改装,,6.414973347970818
15083306,中古マンション等,,15103,新潟県,新潟市中央区,川端町,白山(新潟),25,３ＬＤＫ,70,,,,昭和57年,ＳＲＣ,住宅,,,,,商業地域,80.0,300.0,2008年第３四半期,未改装,,6.991226075692495
