ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
22026678,中古マンション等,,22132,静岡県,浜松市東区,篠ケ瀬町,浜松,1H?1H30,３ＬＤＫ,65,,,,平成7年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2017年第４四半期,未改装,,7.146128035678238
22043238,中古マンション等,,22203,静岡県,沼津市,三枚橋町,沼津,5,,70,,,,平成21年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2019年第４四半期,未改装,調停・競売等,7.301029995663981
22022905,中古マンション等,,22131,静岡県,浜松市中区,西伊場町,浜松,30分?60分,２ＬＤＫ,65,,,,,,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2019年第２四半期,改装済,,6.799340549453582
22034318,中古マンション等,,22103,静岡県,静岡市清水区,宮下町,清水(静岡),19,,50,,,,,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2012年第４四半期,,,6.301029995663981
22018392,中古マンション等,,22131,静岡県,浜松市中区,葵東,浜松,1H30?2H,３ＬＤＫ,65,,,,平成11年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2016年第２四半期,改装済,,7.146128035678238
22001149,中古マンション等,,22101,静岡県,静岡市葵区,水道町,静岡,30分?60分,４ＬＤＫ,80,,,,平成9年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2010年第１四半期,改装済,,7.278753600952829
22024173,中古マンション等,,22131,静岡県,浜松市中区,元浜町,浜松,16,２ＤＫ,65,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80.0,500.0,2016年第４四半期,,,7.301029995663981
22068769,中古マンション等,,22211,静岡県,磐田市,今之浦,磐田,21,１ＤＫ,20,,,,昭和62年,鉄骨造,住宅,住宅,,,,第１種住居地域,60.0,200.0,2015年第１四半期,,,6.3979400086720375
22047200,中古マンション等,,22206,静岡県,三島市,青木,三島,29,,80,,,,平成19年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2020年第１四半期,未改装,,7.3979400086720375
22005811,中古マンション等,,22101,静岡県,静岡市葵区,駒形通,静岡,14,３ＬＤＫ,70,,,,平成15年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第１四半期,未改装,,7.380211241711606
22051416,中古マンション等,,22131,静岡県,浜松市中区,上島,浜松,1H?1H30,３ＬＤＫ,75,,,,平成12年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2013年第４四半期,,,7.176091259055681
