ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
34010733,中古マンション等,,34103,広島県,広島市南区,大須賀町,広島,11,１ＬＤＫ,65,,,,昭和57年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2015年第１四半期,未改装,,7.176091259055681
34082173,中古マンション等,,34207,広島県,福山市,丸之内,福山,4,３ＬＤＫ,75,,,,平成16年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第２四半期,未改装,,7.301029995663981
34011279,中古マンション等,,34103,広島県,広島市南区,段原山崎,広島,23,４ＬＤＫ,85,,,,平成26年,,住宅,住宅,,,,第２種住居地域,60.0,200.0,2017年第４四半期,未改装,,7.623249290397901
34033295,中古マンション等,,34204,広島県,三原市,本町,三原,2,３ＬＤＫ,70,,,,平成15年,,住宅,住宅,,,,商業地域,80.0,400.0,2017年第４四半期,未改装,,7.278753600952829
34040821,中古マンション等,,34207,広島県,福山市,光南町,福山,18,３ＬＤＫ,80,,,,,ＳＲＣ,,住宅,,,,近隣商業地域,80.0,300.0,2019年第２四半期,未改装,,7.301029995663981
34064707,中古マンション等,,34213,広島県,廿日市市,桜尾,廿日市,15,３ＬＤＫ,80,,,,平成21年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2012年第１四半期,未改装,,7.278753600952829
34001592,中古マンション等,,34105,広島県,広島市安佐南区,西原,下祇園,8,４ＬＤＫ,95,,,,平成18年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2014年第３四半期,未改装,,7.505149978319906
34018545,中古マンション等,,34101,広島県,広島市中区,舟入南,広島,1H?1H30,５ＬＤＫ,105,,,,昭和49年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2012年第２四半期,改装済,,7.176091259055681
34009139,中古マンション等,,34102,広島県,広島市東区,温品,広島,30分?60分,３ＬＤＫ,75,,,,平成24年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2018年第１四半期,未改装,,7.361727836017593
34044884,中古マンション等,,34207,広島県,福山市,御門町,福山,18,１Ｋ,20,,,,,,,住宅,,,,近隣商業地域,80.0,300.0,2019年第２四半期,未改装,,6.5910646070264995
34006605,中古マンション等,,34101,広島県,広島市中区,大手町,広島,28,１Ｋ,25,,,,昭和55年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,900.0,2016年第１四半期,未改装,,6.544068044350276
34011131,中古マンション等,,34103,広島県,広島市南区,段原,広島,16,３ＬＤＫ,65,,,,平成8年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,400.0,2018年第２四半期,未改装,,7.447158031342219
34035262,中古マンション等,,34101,広島県,広島市中区,上幟町,広島,11,１Ｋ,30,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2013年第４四半期,未改装,,6.982271233039568
34001871,中古マンション等,,34103,広島県,広島市南区,宇品西,広島,30分?60分,２ＬＤＫ,55,,,,平成20年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2010年第４四半期,未改装,,7.414973347970818
34026807,中古マンション等,,34212,広島県,東広島市,八本松東,八本松,30分?60分,３ＬＤＫ,60,,,,平成2年,ＲＣ,住宅,住宅,,,,工業地域,60.0,200.0,2014年第２四半期,未改装,,6.832508912706237
34023650,中古マンション等,,34107,広島県,広島市安芸区,矢野東,矢野,8,４ＬＤＫ,85,,,,平成19年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2016年第１四半期,未改装,,7.380211241711606
34067775,中古マンション等,,34107,広島県,広島市安芸区,矢野東,矢野,12,３ＬＤＫ,65,,,,平成14年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第１四半期,未改装,,7.176091259055681
