ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
43000540,中古マンション等,,43101,熊本県,熊本市中央区,水前寺,水前寺,5,１ＬＤＫ,35,,,,平成3年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2014年第１四半期,未改装,調停・競売等,6.556302500767288
43040315,中古マンション等,,43104,熊本県,熊本市南区,出仲間,南熊本,29,４ＬＤＫ,95,,,,平成18年,ＲＣ,住宅,,,,,,,,2013年第３四半期,未改装,,7.361727836017593
43010978,中古マンション等,,43101,熊本県,熊本市中央区,新町,上熊本(ＪＲ・熊本電鉄),24,３ＬＤＫ,70,,,,,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2019年第３四半期,改装済,,7.3222192947339195
43032976,中古マンション等,,43101,熊本県,熊本市中央区,帯山,水前寺,30分?60分,３ＬＤＫ,55,,,,平成2年,ＲＣ,住宅,,,,,,,,2013年第４四半期,改装済,,6.838849090737256
43021752,中古マンション等,,43103,熊本県,熊本市西区,春日,熊本,3,１Ｋ,35,,,,昭和57年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2012年第２四半期,未改装,,6.113943352306837
43000798,中古マンション等,,43101,熊本県,熊本市中央区,南千反畑町,藤崎宮前,5,４ＬＤＫ,105,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2010年第２四半期,未改装,,7.556302500767288
43014802,中古マンション等,,43102,熊本県,熊本市東区,長嶺西,東海学園前,30分?60分,３ＬＤＫ,70,,,,平成2年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2015年第４四半期,改装済,,6.880813592280791
43017876,中古マンション等,,43101,熊本県,熊本市中央区,練兵町,熊本,28,３ＬＤＫ,90,,,,昭和54年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2012年第４四半期,未改装,,7.041392685158225
43002997,中古マンション等,,43105,熊本県,熊本市北区,徳王,上熊本(ＪＲ・熊本電鉄),30分?60分,３ＬＤＫ,65,,,,平成4年,ＲＣ,住宅,,,,,準住居地域,60.0,200.0,2014年第４四半期,未改装,,6.968482948553935
43056089,中古マンション等,,43101,熊本県,熊本市中央区,国府,新水前寺,9,３ＬＤＫ,70,,,,平成7年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2008年第１四半期,改装済,,7.113943352306837
43049315,中古マンション等,,43101,熊本県,熊本市中央区,水前寺公園,新水前寺,8,２ＬＤＫ,80,,,,平成21年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第４四半期,未改装,,7.414973347970818
43022740,中古マンション等,,43103,熊本県,熊本市西区,花園,上熊本(ＪＲ・熊本電鉄),5,４ＬＤＫ,90,,,,平成13年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2012年第１四半期,未改装,,7.278753600952829
43003449,中古マンション等,,43101,熊本県,熊本市中央区,九品寺,南熊本,14,,55,,,,昭和63年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2011年第２四半期,未改装,,6.770852011642144
43004855,中古マンション等,,43102,熊本県,熊本市東区,月出,水前寺,30分?60分,３ＬＤＫ,85,,,,平成4年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,200.0,2011年第１四半期,改装済,,7.113943352306837
43015172,中古マンション等,,43101,熊本県,熊本市中央区,九品寺,新水前寺,10,４ＬＤＫ,110,,,,平成19年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第１四半期,未改装,,7.531478917042255
43000732,中古マンション等,,43101,熊本県,熊本市中央区,南坪井町,上熊本(ＪＲ・熊本電鉄),25,オープンフロア,350,,,,,ＳＲＣ,店舗,店舗,,,,商業地域,80.0,600.0,2014年第２四半期,改装済,,7.3979400086720375
43010818,中古マンション等,,43101,熊本県,熊本市中央区,桜町,熊本,28,１ＤＫ,25,,,,昭和55年,ＲＣ,住宅,住宅,,,,,,,2016年第１四半期,未改装,,6.4623979978989565
43049113,中古マンション等,,43101,熊本県,熊本市中央区,新大江,水前寺,3,１Ｋ,20,,,,昭和64年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2009年第２四半期,未改装,,6.3979400086720375
43000619,中古マンション等,,43101,熊本県,熊本市中央区,水前寺,水前寺,1,２ＤＫ,45,,,,昭和61年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第１四半期,未改装,,6.832508912706237
43056159,中古マンション等,,43101,熊本県,熊本市中央区,新大江,水前寺,4,１Ｋ,20,,,,平成3年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2007年第３四半期,,,6.447158031342219
43000479,中古マンション等,,43101,熊本県,熊本市中央区,新屋敷,水前寺,16,３ＬＤＫ,70,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2014年第１四半期,未改装,,7.633468455579586
43018467,中古マンション等,,43102,熊本県,熊本市東区,小峯,水前寺,1H?1H30,３ＬＤＫ,70,,,,平成8年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,150.0,2012年第２四半期,改装済,,7.079181246047625
43010917,中古マンション等,,43101,熊本県,熊本市中央区,新大江,水前寺,2,４ＬＤＫ,75,,,,平成8年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2019年第１四半期,未改装,,7.3222192947339195
43033595,中古マンション等,,43101,熊本県,熊本市中央区,黒髪,竜田口,25,１Ｋ,20,,,,平成2年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,150.0,2013年第１四半期,未改装,,6.113943352306837
43035215,中古マンション等,,43101,熊本県,熊本市中央区,保田窪,水前寺,18,１Ｋ,20,,,,平成6年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2013年第１四半期,,,6.146128035678238
43009941,中古マンション等,,43101,熊本県,熊本市中央区,九品寺,新水前寺,10,３ＬＤＫ,85,,,,平成19年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2018年第３四半期,改装済,,7.462397997898956
43000361,中古マンション等,,43101,熊本県,熊本市中央区,神水,新水前寺,26,１ＤＫ,25,,,,昭和63年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2010年第１四半期,未改装,,5.698970004336019
43012166,中古マンション等,,43101,熊本県,熊本市中央区,保田窪,水前寺,18,１Ｋ,15,,,,昭和63年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2015年第２四半期,,,6.845098040014257
43023051,中古マンション等,,43105,熊本県,熊本市北区,徳王,崇城大学前,30分?60分,３ＬＤＫ,65,,,,平成4年,ＲＣ,住宅,住宅,,,,,,,2019年第４四半期,改装済,,7.146128035678238
43010249,中古マンション等,,43101,熊本県,熊本市中央区,黒髪,竜田口,19,２ＤＫ,45,,,,平成4年,ＲＣ,住宅,その他,,,,第２種中高層住居専用地域,60.0,200.0,2015年第１四半期,,,7.176091259055681
43049321,中古マンション等,,43101,熊本県,熊本市中央区,水前寺公園,新水前寺,8,３ＬＤＫ,80,,,,平成21年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第３四半期,未改装,,7.414973347970818
