ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
42032773,中古マンション等,,42201,長崎県,長崎市,文教町,,,３ＬＤＫ,65,,,,昭和60年,ＳＲＣ,住宅,,,,,,,,2009年第３四半期,未改装,,6.869231719730976
42015203,中古マンション等,,42201,長崎県,長崎市,戸町,長崎(長崎),30分?60分,３ＬＤＫ,65,,,,平成19年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2012年第３四半期,未改装,,7.041392685158225
42031732,中古マンション等,,42201,長崎県,長崎市,大浦町,,,４ＬＤＫ,90,,,,平成20年,ＲＣ,住宅,,,,,,,,2009年第１四半期,未改装,,7.477121254719663
42030271,中古マンション等,,42202,長崎県,佐世保市,常盤町,佐世保,18,,830,,,,平成25年,ＳＲＣ,その他,,,,,商業地域,80.0,600.0,2013年第３四半期,,,8.556302500767288
42000062,中古マンション等,,42201,長崎県,長崎市,赤迫,西浦上,10,３ＤＫ,55,,,,,ＳＲＣ,住宅,,,,,,,,2010年第４四半期,,,6.845098040014257
42004317,中古マンション等,,42201,長崎県,長崎市,滑石,道ノ尾,30分?60分,３ＬＤＫ,60,,,,昭和64年,ＲＣ,住宅,,,,,第１種低層住居専用地域,50.0,100.0,2011年第２四半期,未改装,,6.845098040014257
42012802,中古マンション等,,42201,長崎県,長崎市,片淵,諏訪神社,24,３ＬＤＫ,65,,,,,ＳＲＣ,住宅,,,,,,,,2012年第１四半期,未改装,,7.079181246047625
42012395,中古マンション等,,42201,長崎県,長崎市,八幡町,長崎(長崎),19,１Ｋ,20,,,,昭和63年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2020年第２四半期,未改装,,6.623249290397901
42000540,中古マンション等,,42201,長崎県,長崎市,桜馬場,長崎(長崎),28,１ＬＤＫ,45,,,,,ＲＣ,住宅,住宅,,,,,,,2014年第４四半期,未改装,,7.113943352306837
42001407,中古マンション等,,42201,長崎県,長崎市,万屋町,思案橋,3,３ＬＤＫ,60,,,,昭和64年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2014年第１四半期,改装済,,7.176091259055681
42029292,中古マンション等,,42201,長崎県,長崎市,戸町,長崎(長崎),30分?60分,３ＬＤＫ,85,,,,,ＲＣ,住宅,,,,,,,,2013年第２四半期,未改装,,7.278753600952829
42016596,中古マンション等,,42201,長崎県,長崎市,三芳町,西浦上,14,３ＬＤＫ,75,,,,平成24年,ＲＣ,住宅,,,,,準住居地域,60.0,200.0,2012年第２四半期,未改装,,7.414973347970818
42012626,中古マンション等,,42201,長崎県,長崎市,大橋町,西浦上,14,４ＬＤＫ,80,,,,平成15年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第１四半期,未改装,,7.414973347970818
42013449,中古マンション等,,42202,長崎県,佐世保市,祇園町,佐世保,15,２ＬＤＫ,60,,,,平成4年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第２四半期,未改装,,6.8750612633917
42027305,中古マンション等,,42201,長崎県,長崎市,泉,西浦上,10,３ＬＤＫ,75,,,,平成19年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2013年第２四半期,未改装,,7.2552725051033065
42000781,中古マンション等,,42201,長崎県,長崎市,新戸町,長崎(長崎),1H?1H30,３ＬＤＫ,70,,,,平成8年,ＲＣ,住宅,,,,,準住居地域,60.0,200.0,2010年第３四半期,未改装,,6.903089986991944
42034845,中古マンション等,,42201,長崎県,長崎市,油木町,,,２ＬＤＫ,65,,,,平成12年,ＳＲＣ,住宅,,,,,,,,2008年第４四半期,未改装,調停・競売等,6.7558748556724915
42008541,中古マンション等,,42201,長崎県,長崎市,大浜町,長崎(長崎),1H?1H30,３ＬＤＫ,90,,,,平成11年,ＳＲＣ,住宅,住宅,,,,準住居地域,60.0,200.0,2019年第３四半期,,調停・競売等,7.2552725051033065
42028830,中古マンション等,,42201,長崎県,長崎市,小菅町,長崎(長崎),30分?60分,４ＬＤＫ,80,,,,,ＲＣ,住宅,,,,,,,,2013年第３四半期,未改装,,7.230448921378274
42001007,中古マンション等,,42201,長崎県,長崎市,戸町,長崎(長崎),30分?60分,３ＬＤＫ,65,,,,平成16年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2010年第４四半期,未改装,,7.041392685158225
42006314,中古マンション等,,42202,長崎県,佐世保市,元町,佐世保,15,オープンフロア,75,,,,平成10年,ＳＲＣ,事務所,,,,,商業地域,80.0,400.0,2011年第３四半期,未改装,,7.041392685158225
42030324,中古マンション等,,42202,長崎県,佐世保市,浜田町,佐世保,13,２ＬＤＫ,40,,,,,ＳＲＣ,住宅,,,,,,,,2013年第３四半期,未改装,,6.832508912706237
42008406,中古マンション等,,42201,長崎県,長崎市,大浦町,長崎(長崎),24,３ＬＤＫ,80,,,,平成18年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第２四半期,未改装,,7.491361693834273
42001472,中古マンション等,,42201,長崎県,長崎市,茂里町,浦上,7,３ＬＤＫ,70,,,,平成19年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第２四半期,未改装,,7.431363764158987
42008193,中古マンション等,,42201,長崎県,長崎市,岩屋町,道ノ尾,6,４ＬＤＫ,80,,,,平成10年,,,住宅,,,,第１種住居地域,60.0,200.0,2019年第２四半期,未改装,,7.361727836017593
42012086,中古マンション等,,42201,長崎県,長崎市,南山手町,長崎(長崎),30分?60分,１ＬＤＫ,45,,,,平成25年,ＲＣ,住宅,住宅,,,,,,,2015年第３四半期,未改装,,7.380211241711606
42000383,中古マンション等,,42201,長崎県,長崎市,銀屋町,長崎(長崎),17,３ＬＤＫ,70,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2014年第１四半期,未改装,,7.431363764158987
