ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
5012690,中古マンション等,,5201,秋田県,秋田市,千秋矢留町,秋田,20,３ＬＤＫ,65,,,,昭和64年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第１四半期,未改装,調停・競売等,6.785329835010767
5017058,中古マンション等,,5201,秋田県,秋田市,南通築地,秋田,8,３ＬＤＫ,65,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第３四半期,未改装,,6.9344984512435675
5001840,中古マンション等,,5201,秋田県,秋田市,大町,秋田,19,２ＬＤＫ,75,,,,昭和62年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第１四半期,改装済,,7.176091259055681
5012754,中古マンション等,,5201,秋田県,秋田市,山王,秋田,30分?60分,１ＤＫ,25,,,,平成3年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第４四半期,改装済,,6.556302500767288
5016238,中古マンション等,,5201,秋田県,秋田市,中通,秋田,20,３ＬＤＫ,65,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第４四半期,未改装,,6.7558748556724915
5006456,中古マンション等,,5201,秋田県,秋田市,山王,秋田,30分?60分,１ＬＤＫ,35,,,,昭和61年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第４四半期,改装済,,6.623249290397901
5005173,中古マンション等,,5201,秋田県,秋田市,中通,秋田,14,２ＬＤＫ＋Ｓ,70,,,,昭和64年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2017年第２四半期,未改装,,7.0
5013843,中古マンション等,,5201,秋田県,秋田市,千秋矢留町,秋田,18,２ＤＫ,50,,,,昭和62年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第３四半期,改装済,,6.9344984512435675
5015738,中古マンション等,,5201,秋田県,秋田市,千秋矢留町,秋田,19,１Ｒ,25,,,,昭和62年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第３四半期,改装済,,6.6020599913279625
5018132,中古マンション等,,5201,秋田県,秋田市,中通,秋田,13,２ＤＫ,55,,,,昭和61年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2008年第２四半期,改装済,,6.832508912706237
