ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
45043933,中古マンション等,,45201,宮崎県,宮崎市,大工,宮崎,30分?60分,１Ｋ,20,,,,平成3年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2008年第４四半期,未改装,,6.3222192947339195
45000027,中古マンション等,,45201,宮崎県,宮崎市,吾妻町,宮崎,20,４ＬＤＫ,80,,,,平成19年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2014年第１四半期,未改装,,7.361727836017593
45016245,中古マンション等,,45201,宮崎県,宮崎市,淀川,南宮崎,15,４ＬＤＫ,95,,,,平成11年,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2020年第１四半期,未改装,,7.3222192947339195
45016281,中古マンション等,,45201,宮崎県,宮崎市,和知川原,宮崎,24,３ＬＤＫ,75,,,,平成15年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2016年第４四半期,改装済,,7.230448921378274
45013454,中古マンション等,,45201,宮崎県,宮崎市,高千穂通,宮崎,4,１ＬＤＫ,60,,,,平成29年,ＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2018年第４四半期,未改装,,7.431363764158987
45000432,中古マンション等,,45201,宮崎県,宮崎市,大坪町,宮崎,1H?1H30,１Ｋ,20,,,,平成2年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2010年第４四半期,,,6.342422680822207
45043935,中古マンション等,,45201,宮崎県,宮崎市,大工,宮崎,18,１Ｋ,20,,,,平成3年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2008年第２四半期,未改装,調停・競売等,6.301029995663981
45004009,中古マンション等,,45201,宮崎県,宮崎市,下北方町,宮崎神宮,18,３ＬＤＫ,65,,,,平成14年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2011年第２四半期,未改装,,7.176091259055681
45012696,中古マンション等,,45201,宮崎県,宮崎市,神宮西,宮崎神宮,30分?60分,３ＬＤＫ,70,,,,平成6年,ＲＣ,住宅,住宅,,,,第１種低層住居専用地域,60.0,100.0,2016年第３四半期,改装済,,7.176091259055681
45004797,中古マンション等,,45201,宮崎県,宮崎市,中津瀬町,宮崎,21,３ＬＤＫ,70,,,,昭和64年,ＳＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2011年第４四半期,改装済,,7.079181246047625
45043257,中古マンション等,,45201,宮崎県,宮崎市,江平東町,宮崎,20,３ＬＤＫ,75,,,,平成8年,ＳＲＣ,住宅,,,,,準住居地域,60.0,200.0,2008年第４四半期,改装済,調停・競売等,6.991226075692495
45014805,中古マンション等,,45201,宮崎県,宮崎市,西池町,宮崎,19,３ＬＤＫ,60,,,,昭和64年,ＲＣ,,住宅,,,,第２種住居地域,60.0,200.0,2020年第２四半期,未改装,,7.041392685158225
45018848,中古マンション等,,45201,宮崎県,宮崎市,福島町,南宮崎,26,１ＤＫ,20,,,,平成2年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2012年第１四半期,未改装,,6.176091259055681
45000365,中古マンション等,,45201,宮崎県,宮崎市,大島町,,,４ＬＤＫ,80,,,,平成3年,ＲＣ,住宅,,,,,,,,2010年第３四半期,未改装,,7.041392685158225
45007271,中古マンション等,,45203,宮崎県,延岡市,大貫町,延岡,30分?60分,３ＬＤＫ,65,,,,,ＳＲＣ,住宅,,,,,第２種低層住居専用地域,,,2011年第４四半期,,,6.740362689494244
45038217,中古マンション等,,45201,宮崎県,宮崎市,旭,宮崎,10,１Ｋ,20,,,,平成3年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2009年第１四半期,,,6.447158031342219
45043862,中古マンション等,,45201,宮崎県,宮崎市,下北方町,宮崎神宮,18,３ＬＤＫ,65,,,,平成8年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2007年第２四半期,未改装,,7.113943352306837
45029081,中古マンション等,,45201,宮崎県,宮崎市,吾妻町,宮崎,2H?,１ＬＤＫ,75,,,,昭和49年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第３四半期,未改装,,6.301029995663981
45038080,中古マンション等,,45203,宮崎県,延岡市,萩町,延岡,3,１Ｋ,20,,,,平成3年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第１四半期,未改装,,6.176091259055681
45012983,中古マンション等,,45201,宮崎県,宮崎市,大工,宮崎,30分?60分,２ＤＫ,20,,,,平成3年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2017年第３四半期,改装済,,6.0
45043262,中古マンション等,,45201,宮崎県,宮崎市,老松,宮崎,1,４ＬＤＫ,85,,,,平成13年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2008年第２四半期,改装済,,7.380211241711606
45014819,中古マンション等,,45201,宮崎県,宮崎市,錦町,宮崎,4,３ＬＤＫ,70,,,,平成10年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2019年第１四半期,改装済,,7.301029995663981
45038405,中古マンション等,,45201,宮崎県,宮崎市,大島町,宮崎神宮,10,２ＬＤＫ,65,,,,平成3年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2009年第１四半期,未改装,,6.724275869600789
45004089,中古マンション等,,45201,宮崎県,宮崎市,神宮東,宮崎神宮,13,５ＬＤＫ,110,,,,平成22年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2011年第４四半期,,,7.556302500767288
45021569,中古マンション等,,45203,宮崎県,延岡市,大貫町,延岡,30分?60分,３ＬＤＫ,65,,,,平成2年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2015年第１四半期,未改装,,6.812913356642856
45038403,中古マンション等,,45201,宮崎県,宮崎市,大島町,宮崎神宮,9,３ＬＤＫ,70,,,,平成3年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2009年第２四半期,未改装,,7.041392685158225
45017739,中古マンション等,,45202,宮崎県,都城市,小松原町,都城,7,３ＬＤＫ,65,,,,平成3年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2015年第２四半期,未改装,,6.812913356642856
45012624,中古マンション等,,45201,宮崎県,宮崎市,城ケ崎,南宮崎,18,３ＬＤＫ,45,,,,平成3年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2016年第４四半期,未改装,,6.812913356642856
45000183,中古マンション等,,45201,宮崎県,宮崎市,太田,南宮崎,13,４ＬＤＫ,85,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2014年第１四半期,未改装,,7.278753600952829
45008765,中古マンション等,,45201,宮崎県,宮崎市,吾妻町,宮崎,21,２ＬＤＫ,70,,,,,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2016年第１四半期,未改装,,6.939519252618618
45044366,中古マンション等,,45201,宮崎県,宮崎市,広島,宮崎,6,３ＬＤＫ,95,,,,戦前,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2008年第２四半期,未改装,,7.342422680822207
